waktu,clean_text
2021-01-01,tadi siang saya dapat info dari kepala sekolah bahwa surat/undangan di bawah ini adalah hoax.
2021-01-01,lelaki mengajak berkenalan dan ketika sudah dekat meminta pertolongan kita. ketika sudah ditolong ternyata dia seorang penipu yg tidak kita sangka dan duga
2021-01-01,"saya nggak tahu ini termasuk penipuan atau tidak. tapi saya merasa tertipu haha. waktu itu saya masih smp, jalan ke malioboro buat cari tas, karena tas saya yang lama udah rusak. pas lagi asik jalan, saya sama temen saya dicegat sama seorang ibu-ibu. diajak kenalan, saya sih males. tapi karena jiwa gak enakan temen saya. saya terpaksa kenalan. si ibu ngaku lagi nyari responden, terus ditawarin beli parfum punya dia. harganya katanya mahal, tapi lagi didiskon. karna kita berdua gak tertarik, disuruh cium bau parfumnya. saya takut, curiga ini modus hipnotis. pas disuruh cium baunya, saya tahan napas, terus bilang ""wah iya bu, wangi"". padahal mah gak nyium apa-apa. terus saya maksa buat pergi, tapi sama si ibu masih ditahan, mana pake pegang-pegang tangan. emosi sih. tapi saya tahan. si ibu dengan idenya, tanya ke kita berdua. kalo kita berdua berhasil jawab bener, beli dua parfum seharga 80k. saya makin sebel. mau narik tangan temen saya, tapi temen saya keliatan tertarik. pertanyaannya, ""parfum itu dari mana? a. prancis b. jepang"" saya jawab jepang, karena tau ini jebakan. tapi temen saya malah jawab prancis :( akhirnya kebawa pulang itu parfum 40k:( sepanjang perjalanan saya marahin temen saya. saya beli parfum yang baunya enak aja cuma 13k, ini bau nyengat banget 40k. untung tasnya masih kebeli. gak tau lagi kalo sampe gagal beli tas. bisa-bisa saya unfriend temen saya yg kelewat gak enakan."
2021-01-01,"sebenernya ini bukan kisah saya tapi kisah adik ibu mertua saya (paman suami saya) (kalo sunda saya sebut nya amang/mang) jadi sebut saja namanya mang kiki (karna saya org sunda btw) yang pertama terjadi 2bulan yang lalu kalo gasalah. jadi mang kiki ini suka sekali belanja onlen (shopee) saya inget waktu itu kejadian nya sore dia tiba tiba ditelpon katanya mang kiki ini dapet shope pay senilai 2juta tapi kalo mang kiki pengen shope pay yang 2juta ini syarat nya dia harus nge transfer uang 2ratus ribu. waktu itu posisi nya amang saya ga punya uang (untung aja) karna amang saya ini pengen, dia nekat minjem sama mamah nya ditanya lah sama mmah nya buat apa dia bilang katanya dia menang shope pay tapi harus nge trasfer dulu uang 2ratus ribu. ga dikasih lah amang saya ini dia marah dong. dan yang mau kasih uang nya terus nelpon amang saya ini katanya kalo ngga nge trasfer uang akun shope nya akan di blokir, dan bener aja akun shope nya di blokir teman teman. kalo aja waktu itu dia punya uang pasti bakal lgsg ditransfer. hampir aja tertipu yang kedua ini kejadian nya minggu kemarin hari sabtu, cerita nya amang saya ini beli kamera harga nya 350 ribu (saya gatau ini kamera apa karnaaa harga nya murah banget ) saya sama keluarga suka ngumpul diluar, dan amang saya didalem, dia tiba tiba manggil mmah nya. ya diceritain lah kalo dia ini beli kamera. dannnn katanya dia ditelpon pihak bandara karna kamera nya gaada surat suratan nya aduhhh gatau kamera apa ko pake surat suratan, kalo gaada surat suratan berarti kamera nya ilegal katanya, dan kamera nya ditahan pihak bandara. dan kalo pengen kamera nya dikirim, amang saya ini harus ngetransfer uang 3juta setengah. gila ga tuh? ya ga dikasih dong sama mmah nya, gaada duit juga mmah nya. katanya uang itu untuk jaminan. akhir nya amang saya ga nge transfer uang itu dan kamera pun tak datang sampai skrg kalo cerita nya kamera itu ilegal yang dikasih tau bakal pihak yang mengirim dong bukan pembeli (bener ga sih? gatau juga hehe) segitu aja sih pengalaman amang saya, sebenernya banyak sih cerita penipuan lewat telpon yang dialami org terdekat saya, tapi saya lupa detail cerita nya karna udah lama hehe"
2025-01-01,saya baru saja kena tipu.dan saya sudah memberikan foto ktp dan nomor rekening.apa yg harus salah lakukan apakah itu aman
2025-01-01,"baru aja di chat sama si penipu. sering scroll quora banyak yg kena tipu model admin online dengan iming2 komisi gede, kena tipu puluhan bahkan sampe ratusan juta miriss. dan ternyata saya juga jadi target mereka, untung saya ga tertarik link yang tertera memang mirip dengan link shopee tetapi setelah di klik, ada tambahan (index) di website nya. lagipula saya juga anak affiliate shopee, dan sudah memiliki akun affiliate, buat apa daftar baru, akunnya saya sudah punya. saya juga selalu ngecek nomor asing yg contact saya di get contact, dan nomor tersebut tidak ditampilkan di publik. jadi sangat keliatan jelas cara nipunya. alhamdulillah masih diberi kewarasan dgn tidak tergoda iming2 si penipu sampe sekarang blm dibales tuh sama admin nipunya, tapi harusnya saya kerjain dulu yaa, lumayan kan kalo dapet 100rb, eh tapi takut malah keseret ketipu juga"
2025-01-01,"saya ditelepon, ngaku dari prusahaan komunikasi. ngajak kerja sama. kata dia mau kirim link isi vidio. satu vidio saya bakal dikasih 50rb. nanti skrinsut aja kirim buktinya."
2024-01-01,"iya baru baru ini, pas tahun baru kemaren itu hal yang sangat sangat menyedihkan bagi gua, karna pada saat itu gua lg ngerantau dan mau balik ke kampung karna libur taun baruu trs sebelum hari h balik orang tua gua nelpon, katanya minta hp, tp dia minta hp bekas gua dan gua suruh beli yang baruu gua tuh tipikal orang yg kalo ga penting penting bgt gabakalan belii, tp karna orangtua yg minta jd yaa oke deh gituu ceritanya ini gua lg ngerantau kerja disalah satu pabrik dijakarta, gajinya masih magang, brp si gaji magang dijakarta? waktu itu gua msh dapet 3.5jt, gaji segitu gua ngasih ke ortu gua sejuta tiap bulan, trs uang kos gopek perbulan, trs biaya makan dibikin paitnya yahh sejuta maratusan lah yaa. nahh h- brp itu gua mau balik gua inisiatif tuhh buat beli hp dulu, gua pikir nyampe rumah kan enak nihh hp baruuu eaa. gua beli hp online tuhh hpnya bagus harga murce, jaman skrg sapa si yg gamau dengan harga murah tp barang bagus yagasi? gua bayar tuhh harganya 950.000 gatau emang udah nasib apa gmn yaa, gua berangkat kerja biasanya lewat 14.50 siang, nah gua tf ke penipu ini jam 14.48 apa 49 gituu, ya pikiran gua lebih cepet tf lebih cepet nyampe gitu kan barangnyaa, gua tungguin nihh satu dua harii, kok ga nyampe nyampe yaa, aduhh udh ga enak nihh, gua chat dong penipunyaa, eh gua diblok no sama ig guaaa huhuu, itu duit tabungan gua itu selama kerja sebulannn. kaya gila si kok tegaaa gitu? kok ada orang modelan begituu? sedih gua sumpah trs 3 harinya gua balikk. hati hati sama iklan diinstagram, kebanyakan penipuuu!"
2024-01-01,"ini , scam sindikat nya add fb , temenan, titip akun , tipuan nya dijalankan. beware!"
2024-01-01,berkedok deposit ke tiga terus lu akan dialihkan ke depo yg lebih gede tanpa komisi yg terakhir itu cair. berkedok hrus depo lagi yg lebih gede. kalau depo lbih gede ya uang lu tambah ludes dong. mau ga mau harus rela depo trkhir angus. mnding rugi 2jt bikin nangis apa rugi 6juta trus stress . pelajaran udh tau tapi nekat modus krn depo ketiga itu lgsg dialihkan tnpa pencairan komisi berkedok depo lagi yg nominal lebih gede
2024-01-01,"jasa kontraktor , datang seolah jadi teman baik , tapi faktanya meninggalkan luka hwkwkwk"
2024-01-01,"awalnya saya tertarik ikutan give away yang ada di instagram. akhirnya saya kerjakanlah rules yang ada. suatu saat tiba tiba saya dapat dm kalau saya menang giveaway. dan suruh melengkapi data, termasuk ktp. pertanyaannya kenapa saya juga harus foto ktp saya? saya curiga dong yang biasanya suruh kasih foto ktp2 begitu penipu. akhirnya saya tolak saja give away itu."
2024-01-01,"banyak sekali yang mengatasnamakan seperti pengirim paket melalui social media dan biasanya dikirim tautan dan di klik. untuk itu harap hati-hati dan jangan asal klik tautan itu, apalagi mudah percaya dengan kiriman tersebut. selebihnya masih banyak tentang penipuan baru yang mengatasnamakan perusahaan :news events-jt express indonesia"
2024-01-01,"bca one click bisa di jadiin celah untuk penipuan . kalo org ga di kenal suruh km aktifin bca one click , jangan mauu"
2024-01-01,"bisa dibaca di link berikut ini. saya baru tau ada modus seperti ini, dan kebetulan saya juga korban. selamat membaca"
2024-01-01,"penipuan paid promote instagram boleh disebarluaskan supaya tidak ada lagi korban seperti saya kejadiannya hari kamis, 4 januari 2024 pukul 09.19 wib. pagi itu saya yang sedang menunggu nomor antrian untuk nenek saya di salah satu rumah sakit di jakarta, mendapat pesan masuk dari seseorang yang menawarkan jasa paid promote. orang itu menghubungi saya karena saya memasang iklan fb ads di malam sebelumnya. sejujurnya saya malas mengetik lagi mengenai kronologinya. jadinya saya copas saja tulisan laporan saya di lapor.go.id serta di assalamualaikum wr wb pada hari kamis, 4 januari 2024 pukul 09.19 wib seorang yang di akun whatsappnya bertuliskan nama ipan alfaraz menghubungi nomor whatsapp bisnis saya (62 858-8355-6680) melalui akun whatsapp nya dia (62 896-0424-1768) setelah dia melihat iklan jualan online saya yang saya pasang di facebook ads. dia mengiming-imingi akan mempromosikan jualan online saya yang berupa viva red-a cosmetics melalui sistem paid promote melalui akun instagram dan tiktok dia yang followersnya sudah mencapai ribuan. dia kemudian mengirim screen shoot akun instagram (ipanalfrz) dan tiktok miliknya (tapi sekarang foto screenshot nya sudah dia hapus) untuk memperlihatkan jumlah followers dia di 2 akun sosial media tersebut. kemudian dia mengiming-imingi kalau biayanya ngga mahal. dengan biaya rp 100.000 akan dipromosikan di instagram story selama 1 bulan dan dengan biaya rp 150.000 akan dipromosikan di instagram story serta feed instagram dia selama 4 bulan (tapi sayangnya daftar ""list harga iklan"" nya sudah dia hapus) kemudian dia juga melanjutkan iming-imingnya dengan mengatakan full promosi, bebas produk, boleh ganti-ganti materi, bisa diarahkan ke shopee, plus garansi, dan bisa di up selama 4 bulan. setelah saya lihat instagramnya memang followers nya banyak dan ada beberapa testimoni dari jasa dia, kemudian dia mendesak saya untuk segera transfer. lalu karena saya pikir saya butuh jasanya juga untuk lebih mempromosikan akun online shop saya () agar lebih banyak yang beli, saya pun transfer sebesar rp 150.000 ke akun bank dia, yaitu bank bri atas nama irpan ramadhan dengan nomor rekening :732501013044535. setelah saya transfer, dia bilang : ""salah, kak"". lalu dia bilang kalau maksud dari list harga iklan itu adalah bukan pilihan antara yang rp 100.000 atau yang rp 150.000. tapi ternyata 2 nominal tersebut dia gabung sehingga saya harus membayar rp 250.000. lalu saya tanya maksudnya gimana? lalu kata dia itu full semua, kak bukan pilihan. lah, kalau bukan pilihan kenapa dia nulisnya seolah-olah itu ada 2 pilihan yang bisa bebas saya pilih yang 100 ribu atau yang 150 rb. dan pas saya tanya 150 rb itu udah semua? dia ga jawab pertanyaan saya yang itu dan dia hanya menjawab kalau chat saya dia baca sekilas. kemudian saya minta refund tapi dia tidak mau refund karena dia bilang sudah dikeep. saya pun terus bersikeras untuk minta refund (pengembalian uang yang sudah saya transfer ke rekening dia) dan membatalkan untuk pakai jasa paid promote dia karena akun instagram saya kemudian diblok olehnya dan foto-foto screen shoot akun instagram, tiktok, serta beberapa chat dia ke saya berupa ""list harga iklan"" dia hapus. dan dia tetap tidak mengembalikan uang saya. kepada pak polisi dan pihak berwenang yang dirahmati allah, saya minta tolong untuk menangani kasus penipuan online paid promote yang saya alami ini. walaupun mungkin nominal rp 150.000 adalah ngga seberapa di mata banyak orang, tapi uang tersebut berarti buat saya. terlebih saya baru saja diberhentikan dari pekerjaan saya pada tanggal 29 desember 2023 lalu. dan harapannya semoga tidak akan ada lagi kejahatan seperti ini di masa mendatang dengan memberikan efek jera kepada pelaku kejahatan. sekian dari saya dan terimakasih banyak ya pak sudah mau membaca laporan saya ini. saya mengharapkan tanggapan dan penanganan dari anda segera. wassalam,maryam sebenarnya ada kesalahan tulisan tapi ketika saya mau edit sudah susah di aplikasi sp4n lapor nya dan laporan saya sudah terlanjur masuk ke yang seharusnya tulisannya begini : dia ga jawab pertanyaan saya yang itu dan dia hanya menjawab kalau chat saya dia baca sekilas. tetapi yang sudah masuk di laporan adalah tulisan yang begini : dia ga jawab pertanyaan saya yang itu dan dia hanya menjawab kalau chat saya kelewat semoga kesalahan penulisan tersebut tidak berdampak signifikan. ketika saya kemudian bilang untuk membatalkan pakai jasa dia dan meminta refund, dia tidak mau mengembalikan uang saya dan bahkan hanya dia balas ""wkwk"". dia yang bernama irpan ramadhan ini justru mengancam jika usaha dropshipper viva dan red-a cosmetics saya akan diviralkan dengan membuat jelek bisnis saya tersebut dan bahkan akan dia sebarkan sebagai bisnis bodong! yaa allah rasanya saya ingin tonjok jantungnya. kesel, sedih dan panik sekali saya pagi itu. saya langsung searching di google bagaimana jika kena penipuan online. tahapan-tahapan di artikel-artikel disana saya coba ikuti satu per satu. mulai dari membuat laporan di aplikasi sp4n lapor, lalu melaporkan nomor rekening si irpan ini ke rekening dia dibekukan dan dia sama sekali tidak bisa mengakses uang yang ada di rekeningnya. kemudian ada lagi tahapan yaitu lapor ke ojk dan kominfo. tetapi saya sudah kepalang lelah jadinya hanya membuat laporan ke 2 situs tersebut. saya menyesal, seharusnya saya lebih teliti dan mengecek nomor hp dia terlebih dahulu di aplikasi get contact. tetapi saya malah hanya melihat akun instagramnya saja dan melihat testimoni yang dia buat yang setelahnya saya baru menyadari sepertinya itu testimoni palsu. dan entah dari mana ribuan follower yang dia punya itu. sungguh apes memang hal ini bisa kejadian ke saya. walaupun uang rp 150.000 bagi sebagian orang bukanlah nominal yang besar, tetapi bagi saya itu cukup berharga. terlebih saya sudah tidak dilanjut di pekerjaan saya di 28 desember kemarin. maklum, telemarketing kan sistem target dan karena saya tidak berhasil mencapai target sehingga yasudah, out. tapi ngga apa-apa, inshallah rejeki pasti ada. pekerjaan baru pasti ada. tapi ya gimana ya, saya sangat kesel dengan orang yang bernama irpan ramadhan itu. pokonya kalau kamu menemukan tulisan ini, dengar baik-baik ya, irpan ramadhan. jangan kamu kira kamu bisa lolos dari perbuatan nipu kamu ini. saya akan tagih uang saya yang kamu ambil dengan cara penipuan seperti ini di akhirat! dan akhir kata saya ucapkanselamat menikmati duit haram. sekian dan terimakasih. berikut saya lampirkan screenshoot percakapan saya dengan dia. ini akun penipunya : hati-hati dengan orang ini!"
2024-01-01,"barusan nih gua dpt kiriman video di grup, kalau ada org yg modusnya mau nyari burung di sekitar mesjid, trs sambil bawa lidi dan perekat. ternyata lidi dan perekat itu dipakai untuk narik uang kertas yg ada di celengan mesjid, dan bisa ketarik loh. ampuun, ada2 aja ide2 kreatif org jman skrg, tp dipakai utk kejahatan. semoga kita semua di hindari dari hal2 semacam ini, aamiin."
2024-01-01,"belakangan ini cukup banyak yg nelpon via wa call dengan logo logo bank di indo, ada ba dll dll biasanya saya angkat. lalu sy ubah ke mode speaker. lalu sy tekan tombol mute. biarin aja dia ngomong halo halo belasan kali. saya cm menggumam dlm ati. kasian amat ini org2 tolol nyari duit begini amat. sampe skrg sech sy blom pernah kena modus penipuan lewat wa dan sejenis nya. bahkan di block list nomor telpon saya uda ratusan. apalagi kalo pake true caller. pasti da tau duluan ini nomor penipu atau bukan"
2024-01-01,"gak baru sih, tapi selalu menjadi baru. mlm skema ponzhi. dari zaman saya sma tahun 1995 sampe sekarang masih ada aja. dulu ada yang namanya mway, tianshi, ufo, saat ini pt best, ntah apa namanya rame amat di tiktok. pendirinya orang yang sama dengam duta 4 future. perusahaan yang jualan pulsa elektronik, dengan cara mlm pake bawa2 nama aa gym dulu kalo gak salah. sebagai brandimgnya. member nya banyak, dulu doi pake supir angkot sampe punya bmw buat framing. nah, pas membernya udah mulai jenuh, doi shut down tu seecer, kasusnya ditiru sama ucp mancul. bubar dah tu semua, dan yang paling sial yang paling telat joint. yqng saya sedih, mereka bawa-bawa agama. ntah dikerak neraka sebelah mana mereka di azab allah kelak. btw si pendiri pt best ini bikin masjid di komplek ruko dekat jalan surapati bandumg. masih diruko jualan pulsa, dekat masjid tadi, dan diseberamg rumah dia. gw, gak nyalahin membernya, tapi gw benci banget sama pendirinya. sok iye, bawa2 nama itb,, bawa2 agama. lucu nya secara hukim mereka legal, dan dari mui pun mereka dapat logo halal dan syari."
2024-01-01,"baru saja terjadi pada diri saya di iming imingi penghasilan yang besar, di ceritakan hal hal yang positif tanpa menceritakan negatifnya youtube ""play button"" palsu banyak dijual online, apa kata e-commerce? plakat penghargaan silver play button dan gold play button dari youtube versi palsu, ternyata banyak dijual bebas di sejumlah e-commerce. baca selengkapnya disini ya"
2024-01-01,"ditipu timbangan laundry jadi ada laundry baru buka, tarifnya beda 500 perak dengan laundry langgananku ditambah dia juga bisa anter jemput awal aku ke kiosnya, dilayani si bapak ditimbang dan diberikan nota besoknya saya chat dg nomor terlampir pada nota utk tanya kapan laundry saya selesai sekalian basa basi tanya totalnya berapa tapi tdk ada jawaban, jadi saya chat nomor satunya lagi dan dijawab saya kaget waktu dijawab (sepertinya istrinya) dg pricelist, ternyata tarif yg tertulis dinota lebih mahal daripada seharusnya saya pun konfirmasi lagi ke nomor suaminya, si suami say sorry dan bilang kalo yg dia tulis harga lama dan yg bener pricelist dr istrinya besok besoknya selama kurang lebih sebulan, hampir tiap hari saya laundry disana tapi lama kelamaan saya merasa janggal kenapa pengeluaran laundry saya jauh lebih mahal drpd sebelumnya, saya sempat sampaikan ke bapak itu, si bapak inisiatif mau timbang ulang, tp posisi packingan sudah saya bongkar, jadi saya tidak timbang lagi akhirnya sampai di hari saya ingat utk timbang ulang, saya coba bawa ke laundry lama, benar saja timbangan 2kg ditulis 4kg akhirnya saya kembali laundry di tempat lama, karna mengalami krisis kepercayaan, jadi saya antar dan timbang depan mata langsung, hasilnya diantar kerumah dan bayarnya transfer"
2023-01-01,"waspadai penipuan telepon: pengalaman hampir ditipu oleh oknum pt. mappe mal1 baru-baru ini, saya hampir menjadi korban penipuan oleh oknum yang mengaku sebagai staf daript. mappe mal. saya ingin berbagi pengalaman saya dan memberikan pemahaman tentang modus operandi mereka serta pentingnya tetap waspada terhadap taktik penipuan semacam ini. nama perusahaanpt. mappe malsengaja dibuat untuk mengelabui hasil penelusuran google coba saja anda googling ""pt. mappe mal"" di google. yang akan muncul pada halaman penelusuran adalah map e-mall, sebuah program mall elektronik yang diprakarsai oleh map. kalau map e-mall ini legit, dan bukan pt penipuan, mereka dinaungi langsung oleh map (pt mitra adiperkasa tbk). kalau anda mendapat penawaran kerjafreelancedari oknum yang mengaku staff daript. mappe mal, segera tutup dan abaikan. ingat ya, ""pt. mappe mal"" adalah penipu. yang bukan penipu adalah ""map e-mall"", jangan sampai terkecoh ya teman-teman. oh iya, supaya tidak ada korban lagi, silahkan catat nomor whatsapp ini, dan jangan diangkat atau blokir saja nomor whatsapp di bawah ini: 62 858 73995573 (mengaku atas nama rinjani)62 822 20915421 (mengaku atas nama edward lee) catatan: saya ingin sekali mengupload screen shot chatpt. mappe malkepada saya, tetapi setelah saya blokir dan report nomor bisnisnya, chatnya langsung hilang. tulisan ini jujur pengalaman saya, bukan dibuat-buat untuk menjatuhkan siapa pun. tujuan blog ini murni untuk menyebarkan edukasi agar lebih banyak orang yang mawas diri terhadap keamanan data pribadinya. modus operandipt. mappe mal catatan kaki"
2023-01-01,"di desa konoha anda memiliki anak, namanya sasuke. sasuke ingin anda daftarkan menjadi anbu, kemudian anda didekati pegawai kantor anbu ""anak ibu ingin menjadi anggota anbu ? bisa saya bantu bu. ibu cukup bayar ke saya 20 juta"" anda membayar ke pegawai tersebut. ternyata pegawai tersebut mendatangi 10 orang tua murid, sehingga ia mendapatkan 200 juta. tapi uangnya masih dia pegang, belum dia belanjakan. di kantor, anggota anbu ini hanya mengurus pekerjaan sehari-hari dia. dia sama sekalitidak mengurusi perekrutananggota anbu yang baru kemudian pengunguman keluar. disini akan ada 2 skenario skenario 1 : sasuke keterima di anbu (9 anak lain tidak diterima) skenario 2 : sasuke tidak diterima di anbu (9 anak lain juga tidak diterima) bila skenario 1 terjadi, pegawai anbu akan menjawab ""terimakasih ya bu untuk uangnya, sasuke diterima menjadi anggota anbu"" pegawai ini menerima 20 juta, 180 juta yang lain dia kembalikan ke keluarga masing-masing bila skenario 2 terjadi, pegawai anbu akan menjawab ""maaf bu. saya sudah berusaha, namun saya tidak bisa memasukan sasuke (and any other kotoran sapi reason). ini uang ibu saya kembalikan"" pegawai ini mengembalikan 200 juta uang tadi dan mencoba cara yang sama untuk tahun depan cerita ini hanya fiktif belaka. jika ada kesamaan nama tokoh, tempat kejadian ataupun cerita, itu adalah kebetulan semata dan tidak ada unsur kesengajaan.terimakasih"
2023-01-01,awalnya cuma selamat sore. saya pikir siapa gitu. saya coba cek getcontact ga ketemu nomernya. eh ternyata memang modus. dah blok aja yang kaya gini mah.
2023-01-01,"pt starka pro melakukan penipuan berkedok kerjasama dengan perusahaan bumn pt starka pro milik steven ruli kalalo melakukan penipuan dengan tidak membayarkan sejumlah uang yang dijanjikan dalam kontrak kerjasama kepada para vendor. hal ini dibuktikan dalam penyataan dari pihak client, ma, bahwa pihak mereka sudah membayarkan sejumlah nominal yang telah disepakati dengan menyertai bukti pembayaran dan pemotongan pajak. setelah ditanyakan oleh salah satu vendor yang membantu steven ruli kalalo, ia langsung memblokir whatsapp dan tidak menggubris pesan para vendor serta rekan-rekan yang membantu proses pengerjaan annual report untuk perusahaan bumn tersebut. perusahaan yang bergerak di bidang penyedia layanan advertising ini beralamat kantor di belleza bsa, jl. permata hijau no.106, rt.1/rw.6, srengseng, kec. kby. lama, kota jakarta selatan, daerah khusus ibukota jakarta 12210, indonesia. steven ruli kalalo selaku owner dari pt starka pro kabur dari tanggung jawab. tidak membayar para vendor dan berbohong dengan mengatakan bahwa belum dibayar oleh pihak client. kalau saya ada saya pasti sudah bayar dari kemarin ke mba ujar steven ruli kalalo melalui pesan whatsapp. namun hingga (25/5) tidak kunjung terbayar ketika bukti pembayaran sudah jelas ada dari pihak perusahaan bumn. kronologi kejadian ini pada 30 agustus 2022, steven ruli kalalo menghubungi salah satu vendor untuk melakukan kerjasama pembuatan annual report milik salah satu perusahaan bumn. dengan komitmen tanda tangan kontrak bermaterai serta adanya pakta integritas yang disepakati, maka kerjasama dengan tempo pembayaran 50 setelah setengah pengerjaan dan 50 lagi setelah selesai semua pekerjaan telah disepakati dengan nomor surat 01/ari/ix/2022. pihak vendor mengerjakan project tersebut lebih cepat dari waktu yang disepakati, namun pembayaran masih tak kunjung diberikan hingga mei 2023. segala upaya telah dilakukan pihak vendor hingga menghubungi ke konsultan hukum dan sudah memberikan somasi ketiga, namun steven ruli kalalo meremehkan hal tersebut dan kuasa hukum milik vendor tidak digubris. oleh karena itu, pihak vendor menghubungi abiyyu kalalo selalu anak dari steven ruli kalalo penipu. hasil yang didapat abiyyu sendiri berpendapat saya aja anaknya di bohongi padahal saya udah mau bantu dan support untuk selesaikan urusan urusannya dengan vendor. tapi saya sendiri di bohongi. dengan tidak adanya itikad baik tersebut, bisa dipastikan untuk lebih berhati-hati dalam melakukan kerjasama dengan orang yang baru dikenal."
2023-01-01,"penipuan kepada warga minoritas lewat akun facebook palsu di perumahan saya daerah bekasi ada sebuah keluarga etnis tionghoa (setau saya satu-satunya diperumahan ini) yang akhir-akhir ini rumahnya sering didatangi pedagang di grup jual beli facebook, padahal penghuninya tidak pernah memesan apapun dari pedagang-pedagang tersebut. alhasil banyak pedagang yang kesal karna telah tertipu. dibawah ini akun facebook sang penipu: aksi terbaru akun facebook penipu: saya coret alamat rumah keluarga korban untuk menjaga privasi mereka. sebelum penipuan lewat akun facebook palsu, keluarga ini pernah juga ditipu lewat kurir paket cod. sebelumnya saya sudah buat dua kali laporan kepihak berwajib lewat aplikasi lapor tapi belum ada perkembangan."
2023-01-01,"ingin bercerita sekaligus berdiskusi dengan teman-teman semua. sebenarnya ini belum tentu penipuan atau tidak tetapi saya ragu dan akan saya ceritakan. jadi saya punya 2 om. mereka gemar memancing, sampai suatu ketika. ada kenalan dipemancingan orangnya berambut gondrong, mengaku keturunan darah biru kerajaan madura. dia juga mengaku menjalani bisnis project besar seperti membangun perumahan gitu. akhirnya di suatu hari, orang tersebut berbicara ke salah satu om saya. dia bilang gini kira-kira. ""pak, si ini (om saya yang satunya lagi) kira-kira mau gak ya kalau diajak berangkat haji tahun ini"". om saya yang sedang berbicara ini kaget dong, sontak langsung menjawab ""ya semua orang pasti maulah bang haji kalau diajak pergi haji"". alhasil om saya itu memberitahukan ke om saya satunya bahwa beliau mau diajak haji oleh orang tersebut. dan om saya yang mau diajak tersebut akhirnya berbicara langsung ke orangnya, ternyata bukan hanya dia yang diajak. om saya yang berbicara kemarin juga akan diajak katanya. terharu dong, akhirnya ingin dibuatkan passport dll. disuruh foto dll, sudah foto dll tetapi anehnya pembuatan passport ditunda terus dengan berbagai alasan. lalu suatu ketika orang tersebut nelp, karena anaknya tidak mau diajak haji karena bosan, jadi om saya disuruh ajak istrinya. dan saat ini yang akan pergi adalah kedua om saya dan istrinya. ok, sampai disini kemudian orang tersebut main lah kerumah kami. orang tersebut naik motor, tetapi beliau mengaku kesini dikawal tetapi karena rumah kami tidak ada parkiran jadi dia menukar mobilnya dengan motor supir. tingkahnya agak aneh, orang tersebut ingin bertemu keluarga kami, lalu malam-malam sedang tidur orang tersebut sambil mengucap ""itu, yang itu tuh, ikut juga berangkat haji"". sampai disini dari keluarga kami yang akan diajak adalah 3 om saya, dan 1 tante saya. lanjut ke topik selanjutnya, orang tersebut datang lagi kerumah kami, lalu berkunjung ke salah satu mushollla dekat rumah. beliau berbicara dengan pengurus musholla, ingin membantu membeli karpet, membebaskan lahan disekitar dll. sampai akhirnya orang itu menyebut kembali (pengurus musholla tersebut diajak haji juga bersama keluarga kami). lanjut, orang tersebut juga mengajak bekerja sama ke om saya untuk membantu project bisnis yang dia kerjakan. dia meminta daftar orang-orang yang akan bekerja nantinya. salah satu om saya disini sebagai penanggung jawab. akhirnya dibuatkanlah tuh surat dll. sampai suatu ketika. disini pointnya (orang tersebut bilang gini kira-kira ""dia tidak ingin memberi sesuatu (pekerjaan) seperti cuma-cuma, kalau mau ini itu harus ada maharnya dengan niat dll, akhirnya om saya kepancing untuk memberikan mahar tersebut dengan berbicara niatnya ini itu, dan keesokan harinya orang tersebut bilang ""kalau niatnya renov rumah gini sulit dengan uang segini, harus ditambah lagi"" akhirnya om saya memberikan tambahan uangnya lagi :(. saat ini kondisi om saya sudah memberikan uang mahar untuk bergabung ke project bisnisnya dengan jumlah yang lumayan. nah yang membuat saya ganjal disini, orang tersebut hanya memberikan foto-foto ini rumahnya yang didaerah sini, ini rumahnya yang didaerah ini (ceritanya punya banyak rumah). tetapi anehnya saat ingin berjumpa tidak pernah mau dirumahnya, dengan alasan maunya ditempat sederhana saja. (tempat ngopi pemancingan). orang tersebut juga menjanjikan ingin memberikan mobil untuk operasional pekerjaan. tetapi anehnya saat ingin diambil mobilnya malah diundur dengan berbagai macam alasan. bikin passport diundur undur beli karpet mushola diundur dari hari yang dia tentukan berkunjung kerumahnya juga sama, tidak ingin bertemu dirumahnya secara langsung mahar uang tadi yang diberikan om saya pun secara cash (tidak transfer) artinya disini, saya menganggap identitas orang tersebut disembunyikan tidak ingin diketahui. nah, sampai saat ini masih berhubungan. tetapi tidak tahu identitasnya, tidak ada satu pun yang membuktikan ucapan-ucapannya itu benar. menurut kalian bagaimana ya? karena saya merasa om saya sudah terikut oleh alurnya saya pun jadi bingung. ini belum pasti penipuan, tetapi ingin sharing saja agar pikiran om saya bisa lebih terbuka. mudah-mudahan ini benar dan tidak penipuan. terima kasih"
